Title,Address,Bedrooms,Bathrooms,Rent,Square Footage,Availability,Amenities
Atlas,"385 14th St, Oakland, CA 94612 â€“ Lakeside",2 BRs,2 Baths,"$5,944 ","1,205 Sq Ft",30-Sep,"App Dishwasher, App Refrigerator, App W/D, Appliances Stainless, Balcony, BBQ Grill, Brand New Luxury Apartment Homes!, Chabot, Channel, Claremont, Closet Walk-in, Concierge Services (Hello Alfred), Corner Unit, Cyber CafÃ©, Dark Unit, Dimond, Dog Lover, Downtown 1, Downtown 2, Dual Closet, Eastshore, Extra Large Closet, Extra Windows, Flooring Hardwood, Fruitvale, Glen Echo, Grand Lake, High Speed Internet Access, Island, Jack London, Joaquin Miller, Lafayette, Lake Merritt, Lakeshore, Large Balcony, Large Terrace, Leona Canyon, Lincoln, Lowell, Montclair, Mosswood, Near Elevator, Near Trash Room, Nest Thermostats, Noise, Penthouse, Pets Welcome - Call For Details, Piedmont, Podium Unit Finishes, Prescott, Quartz Countertops, Redwood, Rockridge, Rooftop Lounge, Shoreline, Sibley, Small Window (4th Floor - podium), Snow Park, Storage, Studio Size 1, Svc Air Conditioning, Svc Cable, Temescal, Terrace, The Collection, Top Floor - Podium, Trestle Glen, TV Lounge, Uptown, Walk In Closet, Wine Fridge, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, Built in 2020, 633 Units/40 Stories, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, Maintenance on site, On-Site Retail, Online Services, Public Transportation, Key Fob Entry, Elevator, Business Center, Clubhouse, Lounge, Multi Use Room, Corporate Suites, Gated, Roof Terrace, Grill, Patio, Grill, Fitness Center, Spa, Pool, Individual Locking Bedrooms, Private Bathroom, High Speed Internet Access, Wi-Fi, Washer/Dryer - In Unit, Air Conditioning, Heating, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Oven, Range, Refrigerator, Freezer, Hardwood Floors, Vinyl Flooring, Dining Room, Views, Linen Closet, Double Pane Windows, Window Coverings, Large Bedrooms, Controlled Access, Property Manager on Site, Concierge"
Atlas,"385 14th St, Oakland, CA 94612 â€“ Lakeside",2 BRs,2 Baths,"$5,959 ","1,205 Sq Ft",30-Sep,"App Dishwasher, App Refrigerator, App W/D, Appliances Stainless, Balcony, BBQ Grill, Brand New Luxury Apartment Homes!, Chabot, Channel, Claremont, Closet Walk-in, Concierge Services (Hello Alfred), Corner Unit, Cyber CafÃ©, Dark Unit, Dimond, Dog Lover, Downtown 1, Downtown 2, Dual Closet, Eastshore, Extra Large Closet, Extra Windows, Flooring Hardwood, Fruitvale, Glen Echo, Grand Lake, High Speed Internet Access, Island, Jack London, Joaquin Miller, Lafayette, Lake Merritt, Lakeshore, Large Balcony, Large Terrace, Leona Canyon, Lincoln, Lowell, Montclair, Mosswood, Near Elevator, Near Trash Room, Nest Thermostats, Noise, Penthouse, Pets Welcome - Call For Details, Piedmont, Podium Unit Finishes, Prescott, Quartz Countertops, Redwood, Rockridge, Rooftop Lounge, Shoreline, Sibley, Small Window (4th Floor - podium), Snow Park, Storage, Studio Size 1, Svc Air Conditioning, Svc Cable, Temescal, Terrace, The Collection, Top Floor - Podium, Trestle Glen, TV Lounge, Uptown, Walk In Closet, Wine Fridge, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, Built in 2020, 633 Units/40 Stories, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, Maintenance on site, On-Site Retail, Online Services, Public Transportation, Key Fob Entry, Elevator, Business Center, Clubhouse, Lounge, Multi Use Room, Corporate Suites, Gated, Roof Terrace, Grill, Patio, Grill, Fitness Center, Spa, Pool, Individual Locking Bedrooms, Private Bathroom, High Speed Internet Access, Wi-Fi, Washer/Dryer - In Unit, Air Conditioning, Heating, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Oven, Range, Refrigerator, Freezer, Hardwood Floors, Vinyl Flooring, Dining Room, Views, Linen Closet, Double Pane Windows, Window Coverings, Large Bedrooms, Controlled Access, Property Manager on Site, Concierge"
Atlas,"385 14th St, Oakland, CA 94612 â€“ Lakeside",1 Bed,1 Bath,Call for Rent,700 - 705 Sq Ft,Not Available,"App Dishwasher, App Refrigerator, App W/D, Appliances Stainless, Balcony, BBQ Grill, Brand New Luxury Apartment Homes!, Chabot, Channel, Claremont, Closet Walk-in, Concierge Services (Hello Alfred), Corner Unit, Cyber CafÃ©, Dark Unit, Dimond, Dog Lover, Downtown 1, Downtown 2, Dual Closet, Eastshore, Extra Large Closet, Extra Windows, Flooring Hardwood, Fruitvale, Glen Echo, Grand Lake, High Speed Internet Access, Island, Jack London, Joaquin Miller, Lafayette, Lake Merritt, Lakeshore, Large Balcony, Large Terrace, Leona Canyon, Lincoln, Lowell, Montclair, Mosswood, Near Elevator, Near Trash Room, Nest Thermostats, Noise, Penthouse, Pets Welcome - Call For Details, Piedmont, Podium Unit Finishes, Prescott, Quartz Countertops, Redwood, Rockridge, Rooftop Lounge, Shoreline, Sibley, Small Window (4th Floor - podium), Snow Park, Storage, Studio Size 1, Svc Air Conditioning, Svc Cable, Temescal, Terrace, The Collection, Top Floor - Podium, Trestle Glen, TV Lounge, Uptown, Walk In Closet, Wine Fridge, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, Built in 2020, 633 Units/40 Stories, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, Maintenance on site, On-Site Retail, Online Services, Public Transportation, Key Fob Entry, Elevator, Business Center, Clubhouse, Lounge, Multi Use Room, Corporate Suites, Gated, Roof Terrace, Grill, Patio, Grill, Fitness Center, Spa, Pool, Individual Locking Bedrooms, Private Bathroom, High Speed Internet Access, Wi-Fi, Washer/Dryer - In Unit, Air Conditioning, Heating, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Oven, Range, Refrigerator, Freezer, Hardwood Floors, Vinyl Flooring, Dining Room, Views, Linen Closet, Double Pane Windows, Window Coverings, Large Bedrooms, Controlled Access, Property Manager on Site, Concierge"
Atlas,"385 14th St, Oakland, CA 94612 â€“ Lakeside",1 Bed,1 Bath,Call for Rent,670 Sq Ft,Not Available,"App Dishwasher, App Refrigerator, App W/D, Appliances Stainless, Balcony, BBQ Grill, Brand New Luxury Apartment Homes!, Chabot, Channel, Claremont, Closet Walk-in, Concierge Services (Hello Alfred), Corner Unit, Cyber CafÃ©, Dark Unit, Dimond, Dog Lover, Downtown 1, Downtown 2, Dual Closet, Eastshore, Extra Large Closet, Extra Windows, Flooring Hardwood, Fruitvale, Glen Echo, Grand Lake, High Speed Internet Access, Island, Jack London, Joaquin Miller, Lafayette, Lake Merritt, Lakeshore, Large Balcony, Large Terrace, Leona Canyon, Lincoln, Lowell, Montclair, Mosswood, Near Elevator, Near Trash Room, Nest Thermostats, Noise, Penthouse, Pets Welcome - Call For Details, Piedmont, Podium Unit Finishes, Prescott, Quartz Countertops, Redwood, Rockridge, Rooftop Lounge, Shoreline, Sibley, Small Window (4th Floor - podium), Snow Park, Storage, Studio Size 1, Svc Air Conditioning, Svc Cable, Temescal, Terrace, The Collection, Top Floor - Podium, Trestle Glen, TV Lounge, Uptown, Walk In Closet, Wine Fridge, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, $500 Deposit, $60 Monthly Pet Rent, 2 Pet Limit, Built in 2020, 633 Units/40 Stories, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, Maintenance on site, On-Site Retail, Online Services, Public Transportation, Key Fob Entry, Elevator, Business Center, Clubhouse, Lounge, Multi Use Room, Corporate Suites, Gated, Roof Terrace, Grill, Patio, Grill, Fitness Center, Spa, Pool, Individual Locking Bedrooms, Private Bathroom, High Speed Internet Access, Wi-Fi, Washer/Dryer - In Unit, Air Conditioning, Heating, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Ice Maker, Granite Countertops, Stainless Steel Appliances, Kitchen, Oven, Range, Refrigerator, Freezer, Hardwood Floors, Vinyl Flooring, Dining Room, Views, Linen Closet, Double Pane Windows, Window Coverings, Large Bedrooms, Controlled Access, Property Manager on Site, Concierge"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$2,835 - 3,460",480 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$2,985 ",480 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$3,060 ",480 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$3,135 ",480 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$3,135 ",480 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$3,460 ",480 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$2,995 - 3,420",540 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$2,995 ",540 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$3,220 ",540 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",Studio,1 Bath,"$3,420 ",540 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,435 ",630 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,435 ",630 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,495 ",660 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,495 ",660 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,495 ",660 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,495 ",660 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,495 ",660 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,495 ",660 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,617 - 3,892",900 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,617 ",900 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
The Logan at 51st,"5110 Telegraph Ave, Oakland, CA 94609 â€“ Shafter",1 Bed,1 Bath,"$3,617 ",900 Sq Ft,1-Sep,"Boutique Yoga Studio, City Views of Oakland and San Francisco*, Concierge Style Services, Contemporary Lighting, Distinctive Plank-Style Wood Flooring, Floor to Ceiling Windows*, Gated Underground Garage, GE Washer/Dryer, Gourmet Kitchen with Induction Ranges, Landscaped Courtyards and Pathways, Lighted Vanities*, Located in Historic Temescal, One-, Two- Bedroom Townhomes, Online Rent Payments and Maintenance Requests, Onsite Bike Storage, Onsite Cameras for Resident/Community Security, Professional On-Site Management and Maintenance, Resident Lounge, Separate Soaking Tub and Glass-Enclosed Shower, Smoke-Free Community, Stainless-Steel Appliances, USB Charging Outlets, Wardrobe Built-Ins and Closet Organizers, Waste Collection Services, Whole Foods On-Site**, Work Space with WiFi - Telecommute here!, Built in 2020, 204 Units/6 Stories, None"
